,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Has_Score,GPlatforms
6948,Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.1,0.11,0.0,0.02,0.23,77.0,24.0,8.1,31.0,Ubisoft Quebec,T,True,Nintendo
6958,Buffy the Vampire Slayer,XB,2002,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,79.0,30.0,9.1,31.0,Double Helix Games,T,True,Xbox
6960,Harry Potter and the Goblet of Fire,XB,2005,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,68.0,26.0,5.8,10.0,Electronic Arts,E10+,True,Xbox
6963,Harry Potter and the Goblet of Fire,DS,2005,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,68.0,15.0,6.0,6.0,Magic Pockets,E,True,Portable
6973,Dynasty Warriors: Gundam Reborn,PS3,2013,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,64.0,35.0,7.5,25.0,Omega Force,T,True,Playstation
6977,The Scorpion King: Rise of the Akkadian,PS2,2002,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,47.0,12.0,7.2,6.0,VU Games,T,True,Playstation
6986,Tom Clancy's Splinter Cell,GC,2003,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,89.0,19.0,8.7,25.0,Ubisoft Shanghai,T,True,Portable
6991,The Incredible Hulk: Ultimate Destruction,XB,2005,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,84.0,47.0,8.0,22.0,Radical Entertainment,T,True,Xbox
7004,The Lord of the Rings: Aragorn's Quest,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.23,58.0,21.0,7.8,5.0,Headstrong Games,T,True,Nintendo
7012,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,27.0,7.0,5.1,14.0,Red Tribe,E10+,True,Nintendo
7017,Madagascar: Escape 2 Africa,PS3,2008,Action,Activision,0.12,0.08,0.0,0.03,0.23,58.0,13.0,6.8,4.0,Toys for Bob,E10+,True,Playstation
7021,NBA 2K6,X360,2005,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,81.0,33.0,8.6,31.0,Visual Concepts,E,True,Xbox
7026,Mafia,XB,2004,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,66.0,33.0,7.7,22.0,Illusion Softworks,M,True,Xbox
7028,Dynasty Warriors: Strikeforce,X360,2009,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,59.0,18.0,5.7,12.0,Omega Force,T,True,Xbox
7032,Epic Mickey 2: The Power of Two,WiiU,2012,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,57.0,14.0,5.6,46.0,Junction Point,E,True,Nintendo
7042,Genji: Dawn of the Samurai,PS2,2005,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,74.0,49.0,8.3,19.0,Game Republic,M,True,Playstation
7068,Bratz: Girlz Really Rock,PS2,2008,Action,THQ,0.11,0.09,0.0,0.03,0.23,68.0,23.0,8.4,7.0,Blitz Games,E,True,Playstation
7072,Transformers: Devastation,PS4,2015,Action,Activision,0.1,0.09,0.0,0.04,0.23,77.0,50.0,7.5,160.0,PlatinumGames,T,True,Playstation
7085,Toukiden Kiwami,PSV,2014,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,82.0,5.0,8.6,42.0,"Omega Force, Koei Tecmo Games",T,True,Portable
7106,Saint Seiya: Sanctuary Battle,PS3,2011,Action,Namco Bandai Games,0.0,0.09,0.11,0.02,0.23,62.0,14.0,7.3,34.0,Dimps Corporation,T,True,Playstation
7115,Rogue Ops,PS2,2003,Action,Kemco,0.11,0.09,0.0,0.03,0.23,61.0,26.0,9.2,6.0,Bits Studios,M,True,Playstation
7118,Killer is Dead,PS3,2013,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,64.0,39.0,7.9,215.0,Grasshopper Manufacture,M,True,Playstation
7121,Legion: The Legend of Excalibur,PS2,2002,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,51.0,21.0,7.0,6.0,7 Studios,M,True,Playstation
7125,LEGO Jurassic World,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.05,0.13,0.0,0.05,0.22,68.0,23.0,7.6,11.0,TT Games,E10+,True,Portable
7128,Spartan: Total Warrior,PS2,2005,Action,Sega,0.11,0.09,0.0,0.03,0.22,74.0,33.0,8.4,65.0,Creative Assembly,M,True,Playstation
7159,LEGO The Hobbit,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.09,0.11,0.0,0.02,0.22,68.0,23.0,7.8,11.0,TT Games,E10+,True,Nintendo
7163,Danny Phantom: The Ultimate Enemy,GBA,2005,Action,THQ,0.16,0.06,0.0,0.0,0.22,68.0,23.0,8.8,4.0,Altron,E,True,Portable
7165,Soul Sacrifice Delta,PSV,2014,Action,Sony Computer Entertainment,0.0,0.08,0.12,0.02,0.22,82.0,24.0,8.4,125.0,SCE Japan Studio,M,True,Portable
7170,Spider-Man: Edge of Time,PS3,2011,Action,Activision,0.13,0.07,0.0,0.03,0.22,58.0,43.0,7.2,29.0,Beenox,T,True,Playstation
7185,G-Force,PS3,2009,Action,Disney Interactive Studios,0.13,0.06,0.0,0.03,0.22,68.0,22.0,7.6,7.0,Eurocom Entertainment Software,E10+,True,Playstation
7198,The Suffering,XB,2004,Action,Midway Games,0.16,0.05,0.0,0.01,0.22,77.0,44.0,8.8,23.0,Surreal Software,M,True,Xbox
7208,Viewtiful Joe 2,GC,2004,Action,Capcom,0.17,0.04,0.0,0.01,0.22,86.0,39.0,8.3,19.0,Clover Studio,T,True,Portable
7213,All Star Karate,Wii,2010,Action,THQ,0.13,0.07,0.0,0.02,0.22,46.0,4.0,7.4,28.0,THQ,E10+,True,Nintendo
7216,Naruto Shippuden: Ninja Council 4,DS,2007,Action,Nintendo,0.08,0.0,0.13,0.01,0.22,49.0,10.0,7.4,28.0,"Aspect, Takara Tomy",E10+,True,Portable
7220,Jackass the Game,PSP,2007,Action,Empire Interactive,0.09,0.08,0.0,0.05,0.22,58.0,21.0,7.0,12.0,Sidhe Interactive,M,True,Portable
7233,Aliens vs Predator: Requiem,PSP,2007,Action,Vivendi Games,0.03,0.12,0.0,0.07,0.22,49.0,34.0,5.6,19.0,Rebellion,T,True,Portable
7234,Dishonored 2,XOne,2016,Action,Bethesda Softworks,0.12,0.08,0.0,0.02,0.22,88.0,22.0,6.8,156.0,Arkane Studios,M,True,Xbox
7235,Asphalt: Injection,PSV,2011,Action,Ubisoft,0.13,0.06,0.0,0.03,0.22,49.0,33.0,4.8,28.0,Ubisoft,E10+,True,Portable
7237,From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22,70.0,20.0,8.5,13.0,Electronic Arts,T,True,Portable
7247,LEGO The Lord of the Rings,PC,2012,Action,Warner Bros. Interactive Entertainment,0.07,0.13,0.0,0.03,0.22,80.0,6.0,8.2,127.0,TT Games,E10+,True,PC
7250,Ben 10 Alien Force: Vilgax Attacks,X360,2009,Action,D3Publisher,0.11,0.09,0.0,0.02,0.22,61.0,9.0,8.3,4.0,Papaya Studios,E10+,True,Xbox
7255,Senran Kagura 2: Deep Crimson ,3DS,2014,Action,Marvelous Entertainment,0.1,0.02,0.08,0.01,0.22,58.0,28.0,6.8,56.0,Tamsoft,M,True,Portable
7258,Naruto: Ninja Council,GBA,2003,Action,Tomy Corporation,0.16,0.06,0.0,0.0,0.22,60.0,12.0,7.1,9.0,Aspect,E10+,True,Portable
7262,Deadly Creatures,Wii,2009,Action,THQ,0.08,0.12,0.0,0.02,0.22,72.0,45.0,8.8,36.0,Rainbow Studios,T,True,Nintendo
7266,Dead Island,PC,2011,Action,Deep Silver,0.12,0.07,0.0,0.03,0.22,80.0,24.0,6.8,1428.0,Techland,M,True,PC
7275,Hunted: The Demon's Forge,X360,2011,Action,Bethesda Softworks,0.13,0.06,0.0,0.02,0.22,61.0,59.0,6.0,116.0,InXile Entertainment,M,True,Xbox
7282,Shrek SuperSlam,GC,2005,Action,Activision,0.17,0.04,0.0,0.01,0.22,70.0,11.0,7.8,6.0,Shaba Games,E10+,True,Portable
7289,G.I. Joe: The Rise of Cobra,Wii,2009,Action,Electronic Arts,0.17,0.03,0.0,0.02,0.22,51.0,11.0,7.4,28.0,Double Helix Games,T,True,Nintendo
7301,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.17,0.03,0.0,0.02,0.21,43.0,5.0,4.0,5.0,LucasArts,T,True,Portable
7315,Disaster Report,PS2,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21,66.0,28.0,8.0,7.0,Irem,T,True,Playstation
7323,WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0.0,0.01,0.21,40.0,9.0,7.4,28.0,Kodiak Interactive,T,True,Playstation
7324,Rampage: Total Destruction,Wii,2006,Action,Midway Games,0.19,0.01,0.0,0.02,0.21,46.0,21.0,5.6,19.0,"Pipeworks Software, Inc.",E10+,True,Nintendo
7342,Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,0.1,0.09,0.0,0.02,0.21,55.0,5.0,7.4,28.0,Full Fat,E10+,True,Portable
7347,Tenchu: Return From Darkness,XB,2004,Action,Activision,0.16,0.05,0.0,0.01,0.21,70.0,55.0,7.0,6.0,K2 LLC,M,True,Xbox
7359,Viewtiful Joe 2,PS2,2004,Action,Capcom,0.1,0.08,0.0,0.03,0.21,85.0,29.0,7.7,17.0,Clover Studio,T,True,Playstation
7384,Assassin's Creed Syndicate,PC,2015,Action,Ubisoft,0.11,0.09,0.0,0.02,0.21,74.0,14.0,5.9,544.0,Ubisoft Quebec,M,True,PC
7385,The Chronicles of Narnia: Prince Caspian,DS,2008,Action,Disney Interactive Studios,0.19,0.01,0.0,0.02,0.21,54.0,12.0,7.4,28.0,Fall Line Studio,E10+,True,Portable
7393,Ninja Gaiden: Dragon Sword,DS,2008,Action,Tecmo Koei,0.16,0.01,0.02,0.02,0.21,83.0,52.0,7.8,36.0,Team Ninja,T,True,Portable
7403,Danganronpa Another Episode: Ultra Despair Girls,PSV,2014,Action,Nippon Ichi Software,0.06,0.01,0.12,0.02,0.21,72.0,35.0,8.4,77.0,Spike Chunsoft,M,True,Portable
7404,Pro Evolution Soccer 2012,Wii,2011,Action,Konami Digital Entertainment,0.08,0.08,0.03,0.02,0.21,79.0,9.0,7.0,12.0,Konami,E,True,Nintendo
7414,Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,47.0,5.0,4.2,5.0,Argonaut Games,E,True,Portable
7423,G.I. Joe: The Rise of Cobra,PS3,2009,Action,Electronic Arts,0.11,0.07,0.0,0.03,0.21,43.0,32.0,4.8,13.0,Double Helix Games,T,True,Playstation
7429,Deus Ex: The Conspiracy,PS2,2002,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,81.0,25.0,8.9,49.0,Ion Storm,M,True,Playstation
7432,Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.1,0.08,0.0,0.03,0.21,69.0,4.0,4.1,16.0,"Treyarch, Shaba Games",E10+,True,Playstation
7433,Vampire Rain,X360,2007,Action,Microsoft Game Studios,0.18,0.0,0.01,0.01,0.21,38.0,45.0,2.9,44.0,Artoon,M,True,Xbox
7434,Batman Begins,XB,2005,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21,65.0,56.0,7.1,21.0,Eurocom Entertainment Software,T,True,Xbox
7440,JSRF: Jet Set Radio Future,XB,2002,Action,Sega,0.13,0.04,0.03,0.01,0.21,88.0,36.0,8.2,102.0,Smilebit,T,True,Xbox
7442,Way of the Samurai 3,X360,2009,Action,Gamebridge,0.12,0.05,0.02,0.02,0.21,55.0,22.0,6.8,16.0,Acquire,M,True,Xbox
7445,Hitman: HD Trilogy,PS3,2013,Action,Square Enix,0.07,0.09,0.0,0.04,0.21,71.0,20.0,7.6,46.0,Io Interactive,M,True,Playstation
7453,Project: Snowblind,PS2,2005,Action,Eidos Interactive,0.1,0.08,0.0,0.03,0.21,78.0,54.0,8.3,23.0,Crystal Dynamics,T,True,Playstation
7454,Prison Break: The Conspiracy,X360,2010,Action,Deep Silver,0.07,0.11,0.0,0.02,0.21,40.0,37.0,4.7,19.0,ZootFly,T,True,Xbox
7459,The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0.0,0.02,0.21,53.0,4.0,6.6,5.0,THQ,T,True,Nintendo
7465,Evil Dead: Regeneration,PS2,2005,Action,THQ,0.1,0.08,0.0,0.03,0.21,68.0,26.0,8.5,8.0,Cranky Pants Games,M,True,Playstation
7483,Frogger 3D,3DS,2011,Action,Konami Digital Entertainment,0.16,0.03,0.0,0.01,0.21,54.0,11.0,5.5,8.0,Alpha Unit,E,True,Portable
7486,BeyBlade VForce: Super Tournament Battle,GC,2002,Action,Atari,0.16,0.04,0.0,0.01,0.21,33.0,6.0,7.5,18.0,Takara,E,True,Portable
7495,Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0.0,0.0,0.21,55.0,4.0,6.9,8.0,Natsume,E,True,Portable
7496,Tenchu: Shadow Assassins,Wii,2008,Action,Ubisoft,0.15,0.01,0.03,0.01,0.21,70.0,35.0,7.8,24.0,Acquire,M,True,Nintendo
7502,Beyblade G-Revolution,GBA,2004,Action,Atari,0.15,0.05,0.0,0.0,0.2,40.0,5.0,7.8,5.0,Full Fat,E,True,Portable
7506,Assassin's Creed The Ezio Collection,PS4,2016,Action,Ubisoft,0.04,0.13,0.0,0.03,0.2,72.0,32.0,7.4,49.0,Ubisoft Montreal,M,True,Playstation
7508,God of War Collection,PSV,2014,Action,Sony Computer Entertainment,0.08,0.06,0.01,0.05,0.2,73.0,28.0,7.4,133.0,"Sanzaru Games, Sanzaru Games, Inc.",M,True,Portable
7512,Anarchy Reigns,PS3,2012,Action,Sega,0.1,0.03,0.06,0.02,0.2,71.0,35.0,8.2,106.0,PlatinumGames,M,True,Playstation
7565,Code of Princess,3DS,2012,Action,Agatsuma Entertainment,0.16,0.0,0.03,0.01,0.2,67.0,38.0,7.6,73.0,Studio Saizensen,T,True,Portable
7573,Planet 51,Wii,2009,Action,Sega,0.17,0.01,0.0,0.02,0.2,53.0,6.0,5.8,4.0,Pyro Studios,E,True,Nintendo
7581,Kung Fu Rider,PS3,2010,Action,Sony Computer Entertainment,0.06,0.09,0.01,0.03,0.2,36.0,45.0,3.7,21.0,SCE Japan Studio,E10+,True,Playstation
7584,Dragon Ball: Xenoverse 2,XOne,2016,Action,Namco Bandai Games,0.11,0.07,0.0,0.02,0.2,73.0,8.0,7.3,29.0,Dimps Corporation,T,True,Xbox
7592,Dragon Ball: Revenge of King Piccolo,Wii,2009,Action,Namco Bandai Games,0.12,0.03,0.03,0.02,0.2,65.0,25.0,7.3,15.0,Media Vision,E10+,True,Nintendo
7595,Warriors Orochi,PSP,2008,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2,62.0,13.0,6.6,10.0,"Omega Force, Koei Canada",T,True,Portable
7600,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,2005,Action,Disney Interactive Studios,0.15,0.04,0.0,0.01,0.2,72.0,31.0,6.0,6.0,Traveller's Tales,T,True,Xbox
7632,From Russia With Love,XB,2005,Action,Electronic Arts,0.15,0.04,0.0,0.01,0.2,71.0,34.0,8.8,12.0,Electronic Arts,T,True,Xbox
7640,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.12,0.06,0.0,0.02,0.2,75.0,40.0,7.9,1295.0,Techland,M,True,PC
7646,Shark Tale,XB,2004,Action,Activision,0.15,0.04,0.0,0.01,0.2,67.0,28.0,7.4,28.0,Edge of Reality,E,True,Xbox
7650,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Action,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.2,53.0,20.0,7.0,10.0,KCE Studios,E10+,True,Playstation
7663,Dungeon Hunter Alliance,PSV,2012,Action,Ubisoft,0.07,0.09,0.0,0.03,0.2,49.0,34.0,6.4,61.0,Ubisoft,T,True,Portable
7664,Forgotten Realms: Demon Stone,PS2,2004,Action,Atari,0.1,0.08,0.0,0.03,0.2,71.0,40.0,6.8,18.0,Stormfront Studios,T,True,Playstation
7667,Afro Samurai,PS3,2009,Action,Atari,0.12,0.05,0.0,0.03,0.2,65.0,52.0,6.1,27.0,"Namco Bandai Games America, Namco Bandai Games",M,True,Playstation
7674,Silent Hill: Book of Memories,PSV,2012,Action,Konami Digital Entertainment,0.1,0.05,0.0,0.04,0.2,58.0,57.0,5.1,102.0,WayForward,M,True,Portable
7682,Ratatouille,GBA,2007,Action,THQ,0.14,0.05,0.0,0.0,0.2,65.0,4.0,7.4,28.0,Helixe,E,True,Portable
7694,Prince of Persia: Warrior Within,GC,2004,Action,Ubisoft,0.15,0.04,0.0,0.01,0.2,83.0,31.0,8.6,20.0,Ubisoft,M,True,Portable
7698,Warriors Orochi,X360,2007,Action,Tecmo Koei,0.17,0.01,0.0,0.02,0.2,53.0,27.0,7.4,13.0,Omega Force,T,True,Xbox
7699,Predator: Concrete Jungle,PS2,2005,Action,Vivendi Games,0.1,0.07,0.0,0.03,0.2,47.0,14.0,8.8,76.0,Eurocom Entertainment Software,M,True,Playstation
7702,X-Men Origins: Wolverine,DS,2009,Action,Activision,0.15,0.03,0.0,0.02,0.2,55.0,8.0,8.1,8.0,Griptonite Games,E10+,True,Portable
7709,The Great Escape,PS2,2003,Action,SCi,0.1,0.07,0.0,0.02,0.2,57.0,19.0,8.0,21.0,Pivotal Games,T,True,Playstation
7711,Castlevania: Lords of Shadow 2,PS3,2014,Action,Konami Digital Entertainment,0.03,0.12,0.02,0.03,0.2,63.0,55.0,7.8,528.0,Mercury Steam,M,True,Playstation
7715,Way of the Samurai 4,PS3,2011,Action,Nippon Ichi Software,0.0,0.03,0.16,0.01,0.19,58.0,25.0,6.5,15.0,Acquire,M,True,Playstation
7724,Family Guy,PSP,2006,Action,Take-Two Interactive,0.18,0.0,0.0,0.02,0.19,51.0,14.0,6.3,15.0,High Voltage Software,M,True,Portable
7729,Harry Potter and the Goblet of Fire,PSP,2005,Action,Electronic Arts,0.17,0.0,0.0,0.02,0.19,70.0,13.0,7.4,16.0,Electronic Arts,E10+,True,Portable
7739,Conan,X360,2007,Action,THQ,0.16,0.02,0.0,0.01,0.19,69.0,49.0,7.3,67.0,Nihilistic,M,True,Xbox
7741,Dinotopia: The Timestone Pirates,GBA,2002,Action,TDK Core,0.14,0.05,0.0,0.0,0.19,64.0,9.0,7.4,28.0,RFX Interactive,E,True,Portable
7746,No More Heroes: Heroes' Paradise,PS3,2010,Action,Konami Digital Entertainment,0.1,0.04,0.04,0.02,0.19,72.0,38.0,7.3,38.0,FeelPlus,M,True,Playstation
7750,Captain America: Super Soldier,PS3,2011,Action,Sega,0.1,0.06,0.0,0.03,0.19,61.0,34.0,7.3,40.0,Next Level Games,T,True,Playstation
7752,Manhunt,XB,2004,Action,Take-Two Interactive,0.14,0.04,0.0,0.01,0.19,74.0,37.0,7.9,19.0,Rockstar North,M,True,Xbox
7754,Dynasty Warriors: Gundam 2,X360,2008,Action,Namco Bandai Games,0.07,0.03,0.08,0.01,0.19,49.0,30.0,7.0,18.0,Omega Force,T,True,Xbox
7772,LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.0,4.0,7.1,15.0,TT Games,E10+,True,Portable
7779,Mafia III,PC,2016,Action,Take-Two Interactive,0.08,0.1,0.0,0.02,0.19,63.0,29.0,3.2,881.0,Hangar 13,M,True,PC
7785,Legacy of Kain: Defiance,XB,2003,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,74.0,30.0,7.9,21.0,Crystal Dynamics,M,True,Xbox
7790,Peter Jackson's King Kong: The Official Game of the Movie,PSP,2005,Action,Ubisoft,0.16,0.01,0.0,0.02,0.19,56.0,10.0,6.4,22.0,Phoenix Games Studio,T,True,Portable
7795,The Spiderwick Chronicles,Wii,2008,Action,Vivendi Games,0.17,0.0,0.0,0.01,0.19,62.0,13.0,7.4,28.0,Stormfront Studios,E10+,True,Nintendo
7797,X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0.0,0.03,0.19,60.0,6.0,7.5,12.0,Griptonite Games,T,True,Portable
7806,Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0.0,0.02,0.19,65.0,9.0,6.0,26.0,Firebrand Games,E10+,True,Portable
7820,Dynasty Warriors 8: Empires,PS4,2014,Action,Tecmo Koei,0.06,0.07,0.03,0.03,0.19,63.0,30.0,7.5,42.0,Omega Force,T,True,Playstation
7827,Silent Hill HD Collection,X360,2012,Action,Konami Digital Entertainment,0.11,0.06,0.01,0.02,0.19,69.0,17.0,5.6,98.0,Konami,M,True,Xbox
7841,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19,49.0,16.0,4.6,7.0,Konami,T,True,Portable
7844,God Eater Resurrection,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19,68.0,23.0,8.8,17.0,"Shift, Bandai Namco Games",T,True,Portable
7848,NBA 2K11,PC,2010,Action,Take-Two Interactive,0.18,0.0,0.0,0.01,0.19,82.0,6.0,8.6,37.0,Visual Concepts,E,True,PC
7855,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19,73.0,13.0,7.0,6.0,Griptonite Games,E10+,True,Portable
7858,Dante's Inferno,PSP,2010,Action,Electronic Arts,0.12,0.03,0.01,0.02,0.19,70.0,14.0,8.1,46.0,"Artificial Mind and Movement, EA Redwood Shores",M,True,Portable
7863,Tomb Raider: Underworld,DS,2008,Action,Eidos Interactive,0.15,0.02,0.0,0.01,0.19,70.0,9.0,8.4,10.0,Santa Cruz Games,T,True,Portable
7865,Hulk,GC,2003,Action,Universal Interactive,0.15,0.04,0.0,0.01,0.19,71.0,26.0,7.4,7.0,Radical Entertainment,T,True,Portable
7872,Tenchu: Fatal Shadows,PS2,2004,Action,Sega,0.09,0.07,0.0,0.02,0.19,58.0,33.0,8.0,24.0,K2 LLC,M,True,Playstation
7874,Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0.0,0.02,0.19,82.0,71.0,8.6,2654.0,4A Games,M,True,PC
7877,Resident Evil: Revelations,WiiU,2013,Action,Capcom,0.07,0.07,0.03,0.01,0.19,80.0,19.0,7.5,146.0,Capcom,M,True,Nintendo
7890,Harry Potter and the Prisoner of Azkaban,XB,2004,Action,Electronic Arts,0.14,0.04,0.0,0.01,0.19,67.0,23.0,8.8,10.0,EA Games,E,True,Xbox
7894,Monsters vs. Aliens,PS2,2009,Action,Activision,0.11,0.0,0.0,0.08,0.19,64.0,4.0,7.4,28.0,Beenox,E10+,True,Playstation
7904,Rise of the Kasai,PS2,2005,Action,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.19,68.0,37.0,8.0,5.0,BottleRocket Entertainment,M,True,Playstation
7911,Dynasty Warriors Gundam,X360,2007,Action,Namco Bandai Games,0.15,0.01,0.02,0.01,0.19,55.0,34.0,6.8,20.0,"Koei, Omega Force",T,True,Xbox
7916,Tom Clancy's Splinter Cell: Blacklist,PC,2013,Action,Ubisoft,0.04,0.13,0.0,0.01,0.19,82.0,13.0,7.4,754.0,Ubisoft Toronto,M,True,PC
7923,Binary Domain,X360,2012,Action,Sega,0.09,0.06,0.02,0.02,0.19,74.0,43.0,8.0,185.0,Sega,M,True,Xbox
7932,The Scorpion King: Sword of Osiris,GBA,2002,Action,Vivendi Games,0.13,0.05,0.0,0.0,0.19,72.0,14.0,7.4,28.0,WayForward,E,True,Portable
7934,Ice Age: Dawn of the Dinosaurs,PS3,2009,Action,Activision,0.13,0.03,0.0,0.02,0.19,67.0,23.0,7.3,7.0,Activision,E10+,True,Playstation
7950,Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,2005,Action,Activision,0.09,0.07,0.0,0.02,0.19,68.0,13.0,8.1,15.0,Krome Studios,E10+,True,Playstation
7952,Samurai Warriors 2: Empires,PS2,2006,Action,Tecmo Koei,0.0,0.0,0.19,0.0,0.19,55.0,20.0,7.3,7.0,Omega Force,T,True,Playstation
7953,Blood Omen 2,XB,2002,Action,Eidos Interactive,0.14,0.04,0.0,0.01,0.19,76.0,22.0,9.0,9.0,Crystal Dynamics,M,True,Xbox
7956,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0.0,0.02,0.19,86.0,45.0,7.4,1543.0,Volition Inc.,M,True,PC
7961,Warriors: Legends of Troy,PS3,2011,Action,Tecmo Koei,0.06,0.04,0.07,0.02,0.19,44.0,22.0,7.0,24.0,Tecmo Koei Canada,M,True,Playstation
7966,Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,0.17,0.0,0.0,0.01,0.19,62.0,11.0,6.3,4.0,Buena Vista Games,E10+,True,Nintendo
7969,The Lord of the Rings: War in the North,PC,2011,Action,Warner Bros. Interactive Entertainment,0.05,0.11,0.0,0.03,0.19,66.0,21.0,7.1,289.0,Snowblind Studios,M,True,PC
7972,Rango: The Video Game,PS3,2011,Action,Electronic Arts,0.07,0.09,0.0,0.03,0.19,65.0,23.0,6.4,7.0,Behaviour Interactive,E10+,True,Playstation
7976,Shadows of the Damned,X360,2011,Action,Electronic Arts,0.1,0.06,0.01,0.02,0.19,76.0,76.0,8.4,139.0,Grasshopper Manufacture,M,True,Xbox
7983,Samurai Warriors: State of War,PSP,2005,Action,Tecmo Koei,0.07,0.0,0.11,0.01,0.18,64.0,30.0,6.4,8.0,Omega Force,T,True,Portable
7985,Dragon Blade: Wrath of Fire,Wii,2007,Action,D3Publisher,0.17,0.0,0.0,0.01,0.18,51.0,19.0,7.5,17.0,D3Publisher,T,True,Nintendo
7991,The Munchables,Wii,2009,Action,Namco Bandai Games,0.17,0.0,0.0,0.01,0.18,71.0,33.0,8.2,5.0,Now Production,E,True,Nintendo
7996,Indiana Jones and the Emperor's Tomb,XB,2003,Action,LucasArts,0.14,0.04,0.0,0.01,0.18,73.0,43.0,8.6,17.0,Double Helix Games,T,True,Xbox
7997,Buffy the Vampire Slayer: Chaos Bleeds,PS2,2003,Action,Vivendi Games,0.09,0.07,0.0,0.02,0.18,72.0,27.0,8.9,47.0,Eurocom Entertainment Software,T,True,Playstation
8031,Metal Gear Solid V: The Phantom Pain,X360,2015,Action,Konami Digital Entertainment,0.12,0.04,0.0,0.02,0.18,68.0,23.0,7.2,159.0,"Kojima Productions, Moby Dick Studio",M,True,Xbox
8033,Fear Effect 2: Retro Helix,PS,2001,Action,Eidos Interactive,0.1,0.07,0.0,0.01,0.18,84.0,15.0,8.9,17.0,Kronos Digital Entertainment,M,True,Playstation
8048,X-Men Origins: Wolverine,PS2,2009,Action,Activision,0.13,0.0,0.0,0.05,0.18,68.0,23.0,6.8,16.0,Amaze Entertainment,T,True,Playstation
8053,Ghostbusters: The Video Game,PSP,2009,Action,Atari,0.16,0.01,0.0,0.02,0.18,54.0,13.0,4.7,13.0,Red Fly Studio,E10+,True,Portable
8057,Mushroom Men: The Spore Wars,Wii,2008,Action,SouthPeak Games,0.16,0.01,0.0,0.01,0.18,72.0,37.0,8.7,33.0,Red Fly Studio,E10+,True,Nintendo
